IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,3,Projection,1628580
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,3,Projection,1642161
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,3,Projection,1352538
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,3,Projection,1379223
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,3,Projection,1175491
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,3,Projection,1209631.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,3,Projection,1002250.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,3,Projection,1040728.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,3,Projection,804143.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,3,Projection,848262.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,1,Male,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,3,Projection,627001.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,24,Angola,AO,AGO,75,2024,4,Median,2,Female,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,3,Projection,679753.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,119764
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,117640
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,111165.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,109699
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,112678
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,111430.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,109631.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,109624
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,99640
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,102610.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,79951.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,83635.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,1,Male,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,57873.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,71,2020,4,Median,2,Female,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,61566
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,122116.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,119913
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,112115
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,110611.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,112666
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,111194
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,109938
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,109462.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,101882
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,104409.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,83788.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,87731.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,1,Male,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,61068.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,72,2021,4,Median,2,Female,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,64850
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,124920.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,2,Female,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,122546
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,113728.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,2,Female,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,112146.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,112185.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,2,Female,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,110588
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,110193.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,2,Female,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,109365
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,103848
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,2,Female,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,105783
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2022,United Nations Population Division,72,Botswana,BW,BWA,73,2022,4,Median,1,Male,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,87450.5
